hard,title,maker,date,sales,ruikei,year,url
PS3,ガンダム無双2,バンナム,2008/12/18,206438,206438,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E7%84%A1%E5%8F%8C2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,スーパーマリオスタジアム ファミリーベースボール,任天堂,2008/6/19,204553,204553,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%A2%E3%83%A0+%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%99%E3%83%BC%E3%82%B9%E3%83%9C%E3%83%BC%E3%83%AB&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,白騎士物語 －古の鼓動－,SCE,2008/12/25,203033,203033,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E7%99%BD%E9%A8%8E%E5%A3%AB%E7%89%A9%E8%AA%9E+%E2%88%92%E5%8F%A4%E3%81%AE%E9%BC%93%E5%8B%95%E2%88%92&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS2,プロ野球スピリッツ5,KONAMI,2008/4/1,199789,199789,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%97%E3%83%AD%E9%87%8E%E7%90%83%E3%82%B9%E3%83%94%E3%83%AA%E3%83%83%E3%83%845&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,モンスターハンターポータブル2ndG（PSP the Best）,カプコン,2008/10/30,199117,199117,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB2ndG%EF%BC%88PSP+the+Best%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,スーパーマリオギャラクシー,任天堂,2007/11/1,197422,945106,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%82%AE%E3%83%A3%E3%83%A9%E3%82%AF%E3%82%B7%E3%83%BC&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS2,Jリーグ ウイニングイレブン 2008 クラブチャンピオンシップ,KONAMI,2008/8/21,196788,196788,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=J%E3%83%AA%E3%83%BC%E3%82%B0+%E3%82%A6%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B3+2008+%E3%82%AF%E3%83%A9%E3%83%96%E3%83%81%E3%83%A3%E3%83%B3%E3%83%94%E3%82%AA%E3%83%B3%E3%82%B7%E3%83%83%E3%83%97&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,グランド・セフト・オートIV,カプコン,2008/10/30,195779,195779,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%83%BB%E3%82%BB%E3%83%95%E3%83%88%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%88IV&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,ワールドサッカー ウイニングイレブン ユビキタスエヴォリューション2008,KONAMI,2008/1/24,190140,190140,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC+%E3%82%A6%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B3+%E3%83%A6%E3%83%93%E3%82%AD%E3%82%BF%E3%82%B9%E3%82%A8%E3%83%B4%E3%82%A9%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B32008&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ドラゴンボールDS,バンナム,2008/9/18,185229,185229,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%ABDS&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,もっと脳を鍛える大人のDSトレーニング,任天堂,2005/12/29,184560,4967131,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%9D%B1%E5%8C%97%E5%A4%A7%E5%AD%A6%E6%9C%AA%E6%9D%A5%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E5%85%B1%E5%90%8C%E7%A0%94%E7%A9%B6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%B7%9D%E5%B3%B6%E9%9A%86%E5%A4%AA%E6%95%99%E6%8E%88%E7%9B%A3%E4%BF%AE+%E3%82%82%E3%81%A3%E3%81%A8%E8%84%B3%E3%82%92%E9%8D%9B%E3%81%88%E3%82%8B%E5%A4%A7%E4%BA%BA%E3%81%AEDS%E3%83%88%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,がんばる私の家計ダイアリー,任天堂,2007/7/12,180563,550022,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%81%8C%E3%82%93%E3%81%B0%E3%82%8B%E7%A7%81%E3%81%AE%E5%AE%B6%E8%A8%88%E3%83%80%E3%82%A4%E3%82%A2%E3%83%AA%E3%83%BC&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,とったど～！よゐこの無人島生活。,バンナム,2008/4/3,179007,179007,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%81%A8%E3%81%A3%E3%81%9F%E3%81%A9%E3%80%9C%EF%BC%81%E3%82%88%E3%82%90%E3%81%93%E3%81%AE%E7%84%A1%E4%BA%BA%E5%B3%B6%E7%94%9F%E6%B4%BB%E3%80%82&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,テイルズ オブ ハーツ アニメムービーエディション／CGムービーエディション,バンナム,2008/12/18,176526,176526,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%86%E3%82%A4%E3%83%AB%E3%82%BA+%E3%82%AA%E3%83%96+%E3%83%8F%E3%83%BC%E3%83%84+%E3%82%A2%E3%83%8B%E3%83%A1%E3%83%A0%E3%83%BC%E3%83%93%E3%83%BC%E3%82%A8%E3%83%87%E3%82%A3%E3%82%B7%E3%83%A7%E3%83%B3%EF%BC%8FCG%E3%83%A0%E3%83%BC%E3%83%93%E3%83%BC%E3%82%A8%E3%83%87%E3%82%A3%E3%82%B7%E3%83%A7%E3%83%B3&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,クイズマジックアカデミーDS,KONAMI,2008/9/12,175636,175636,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%AF%E3%82%A4%E3%82%BA%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF%E3%82%A2%E3%82%AB%E3%83%87%E3%83%9F%E3%83%BCDS&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ファイナルファンタジーIV,スクエニ,2007/12/20,175388,622475,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A1%E3%82%A4%E3%83%8A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BCIV&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,流星のロックマン3 ブラックエース／レッドジョーカー,カプコン,2008/11/13,174426,174426,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%B5%81%E6%98%9F%E3%81%AE%E3%83%AD%E3%83%83%E3%82%AF%E3%83%9E%E3%83%B33+%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%82%A8%E3%83%BC%E3%82%B9%EF%BC%8F%E3%83%AC%E3%83%83%E3%83%89%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%AB%E3%83%BC&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,機動戦士ガンダム ギレンの野望 アクシズの脅威,バンナム,2008/2/7,174107,174107,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0+%E3%82%AE%E3%83%AC%E3%83%B3%E3%81%AE%E9%87%8E%E6%9C%9B+%E3%82%A2%E3%82%AF%E3%82%B7%E3%82%BA%E3%81%AE%E8%84%85%E5%A8%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,スーパーロボット大戦A ポータブル,バンナム,2008/6/19,171475,171475,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%AD%E3%83%9C%E3%83%83%E3%83%88%E5%A4%A7%E6%88%A6A+%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,ドラゴンボールZ バーストリミット,バンナム,2008/6/5,163010,163010,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%ABZ+%E3%83%90%E3%83%BC%E3%82%B9%E3%83%88%E3%83%AA%E3%83%9F%E3%83%83%E3%83%88&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,レイトン教授と不思議な町,レベルファイブ,2007/2/15,162839,928597,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AC%E3%82%A4%E3%83%88%E3%83%B3%E6%95%99%E6%8E%88%E3%81%A8%E4%B8%8D%E6%80%9D%E8%AD%B0%E3%81%AA%E7%94%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,無双OROCHI,コーエー,2008/2/21,162403,162403,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E7%84%A1%E5%8F%8COROCHI&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ドラゴンクエストIV 導かれし者たち,スクエニ,2007/11/22,161783,1214610,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%AF%E3%82%A8%E3%82%B9%E3%83%88IV+%E5%B0%8E%E3%81%8B%E3%82%8C%E3%81%97%E8%80%85%E3%81%9F%E3%81%A1&tag=zoocar-22&link_code=wql&_encoding=UTF-8
XB360,テイルズ オブ ヴェスペリア,バンナム,2008/8/7,161070,161070,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%86%E3%82%A4%E3%83%AB%E3%82%BA+%E3%82%AA%E3%83%96+%E3%83%B4%E3%82%A7%E3%82%B9%E3%83%9A%E3%83%AA%E3%82%A2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,シムシティDS2～古代から未来へ続くまち～,エレクトロニック・アーツ,2008/3/19,159245,159245,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B7%E3%83%A0%E3%82%B7%E3%83%86%E3%82%A3DS2%E3%80%9C%E5%8F%A4%E4%BB%A3%E3%81%8B%E3%82%89%E6%9C%AA%E6%9D%A5%E3%81%B8%E7%B6%9A%E3%81%8F%E3%81%BE%E3%81%A1%E3%80%9C&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ペンギンの問題 最強ペンギン伝説！,KONAMI,2008/12/11,154987,154987,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9A%E3%83%B3%E3%82%AE%E3%83%B3%E3%81%AE%E5%95%8F%E9%A1%8C+%E6%9C%80%E5%BC%B7%E3%83%9A%E3%83%B3%E3%82%AE%E3%83%B3%E4%BC%9D%E8%AA%AC%EF%BC%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,たまごっちのキラキラおみせっち,バンナム,2008/11/27,154939,154939,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%81%9F%E3%81%BE%E3%81%94%E3%81%A3%E3%81%A1%E3%81%AE%E3%82%AD%E3%83%A9%E3%82%AD%E3%83%A9%E3%81%8A%E3%81%BF%E3%81%9B%E3%81%A3%E3%81%A1&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,牧場物語 キラキラ太陽となかまたち,マーベラスエンターテイメント,2008/2/21,154525,154525,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E7%89%A7%E5%A0%B4%E7%89%A9%E8%AA%9E+%E3%82%AD%E3%83%A9%E3%82%AD%E3%83%A9%E5%A4%AA%E9%99%BD%E3%81%A8%E3%81%AA%E3%81%8B%E3%81%BE%E3%81%9F%E3%81%A1&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,マクロスエースフロンティア,バンナム,2008/10/9,149131,149131,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9E%E3%82%AF%E3%83%AD%E3%82%B9%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%95%E3%83%AD%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,勇者のくせになまいきだor2,SCE,2008/10/16,146767,146767,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%8B%87%E8%80%85%E3%81%AE%E3%81%8F%E3%81%9B%E3%81%AB%E3%81%AA%E3%81%BE%E3%81%84%E3%81%8D%E3%81%A0or2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,世界樹の迷宮Ⅱ 諸王の聖杯,アトラス,2008/2/21,145421,145421,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E4%B8%96%E7%95%8C%E6%A8%B9%E3%81%AE%E8%BF%B7%E5%AE%AE%3F+%E8%AB%B8%E7%8E%8B%E3%81%AE%E8%81%96%E6%9D%AF&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,スターオーシャン2 セカンドエヴォリューション,スクエニ,2008/4/2,143424,143424,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%AA%E3%83%BC%E3%82%B7%E3%83%A3%E3%83%B32+%E3%82%BB%E3%82%AB%E3%83%B3%E3%83%89%E3%82%A8%E3%83%B4%E3%82%A9%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,nintendogs （ニンテンドッグス） 柴＆フレンズ／ダックス＆フレンズ／チワワ＆フレンズ,任天堂,2005/4/21,142591,1850984,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=nintendogs+%EF%BC%88%E3%83%8B%E3%83%B3%E3%83%86%E3%83%B3%E3%83%89%E3%83%83%E3%82%B0%E3%82%B9%EF%BC%89+%E6%9F%B4%EF%BC%86%E3%83%95%E3%83%AC%E3%83%B3%E3%82%BA%EF%BC%8F%E3%83%80%E3%83%83%E3%82%AF%E3%82%B9%EF%BC%86%E3%83%95%E3%83%AC%E3%83%B3%E3%82%BA%EF%BC%8F%E3%83%81%E3%83%AF%E3%83%AF%EF%BC%86%E3%83%95%E3%83%AC%E3%83%B3%E3%82%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS2,テイルズ オブ デスティニー ディレクターズカット,バンナム,2008/1/31,142301,142301,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%86%E3%82%A4%E3%83%AB%E3%82%BA+%E3%82%AA%E3%83%96+%E3%83%87%E3%82%B9%E3%83%86%E3%82%A3%E3%83%8B%E3%83%BC+%E3%83%87%E3%82%A3%E3%83%AC%E3%82%AF%E3%82%BF%E3%83%BC%E3%82%BA%E3%82%AB%E3%83%83%E3%83%88&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,戦場のヴァルキュリア,セガ,2008/4/24,141589,141589,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%88%A6%E5%A0%B4%E3%81%AE%E3%83%B4%E3%82%A1%E3%83%AB%E3%82%AD%E3%83%A5%E3%83%AA%E3%82%A2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,脳を鍛える大人のDSトレーニング,任天堂,2005/5/19,140992,3750890,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%9D%B1%E5%8C%97%E5%A4%A7%E5%AD%A6%E6%9C%AA%E6%9D%A5%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E5%85%B1%E5%90%8C%E7%A0%94%E7%A9%B6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%B7%9D%E5%B3%B6%E9%9A%86%E5%A4%AA%E6%95%99%E6%8E%88%E7%9B%A3%E4%BF%AE+%E8%84%B3%E3%82%92%E9%8D%9B%E3%81%88%E3%82%8B%E5%A4%A7%E4%BA%BA%E3%81%AEDS%E3%83%88%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS2,涼宮ハルヒの戸惑,バンプレスト,2008/1/31,139425,139425,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%B6%BC%E5%AE%AE%E3%83%8F%E3%83%AB%E3%83%92%E3%81%AE%E6%88%B8%E6%83%91&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,サカつくDS タッチandダイレクト,セガ,2008/11/20,137051,137051,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B5%E3%82%AB%E3%81%A4%E3%81%8FDS+%E3%82%BF%E3%83%83%E3%83%81and%E3%83%80%E3%82%A4%E3%83%AC%E3%82%AF%E3%83%88&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ヴァルキリープロファイル-咎を背負う者-,スクエニ,2008/11/1,136948,136948,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%B4%E3%82%A1%E3%83%AB%E3%82%AD%E3%83%AA%E3%83%BC%E3%83%97%E3%83%AD%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB-%E5%92%8E%E3%82%92%E8%83%8C%E8%B2%A0%E3%81%86%E8%80%85-&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS2,龍が如く2（PlayStation2 the Best）,セガ,2007/12/6,136809,201866,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E9%BE%8D%E3%81%8C%E5%A6%82%E3%81%8F2%EF%BC%88PlayStation2+the+Best%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,財団法人日本漢字能力検定協会公認 漢検DS2＋常用漢字辞典,ロケットカンパニー,2007/9/27,136750,297873,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E6%BC%A2%E5%AD%97%E8%83%BD%E5%8A%9B%E6%A4%9C%E5%AE%9A%E5%8D%94%E4%BC%9A%E5%85%AC%E8%AA%8D+%E6%BC%A2%E6%A4%9CDS2%EF%BC%8B%E5%B8%B8%E7%94%A8%E6%BC%A2%E5%AD%97%E8%BE%9E%E5%85%B8&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS2,ワールドサッカー ウイニングイレブン2008,KONAMI,2007/11/22,135128,680152,2008,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC+%E3%82%A6%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B32008&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ドラゴンクエストIX 星空の守り人,スクエニ,2009/7/11,4100968,4100968,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%AF%E3%82%A8%E3%82%B9%E3%83%88IX+%E6%98%9F%E7%A9%BA%E3%81%AE%E5%AE%88%E3%82%8A%E4%BA%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,ポケットモンスター ハートゴールド／ソウルシルバー,ポケモン,2009/9/12,3382597,3382597,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC+%E3%83%8F%E3%83%BC%E3%83%88%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89%E3%83%BB%E3%82%BD%E3%82%A6%E3%83%AB%E3%82%B7%E3%83%AB%E3%83%90%E3%83%BC&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,NewスーパーマリオブラザーズWii,任天堂,2009/12/3,2485150,2485150,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=New%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BAWii&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,トモダチコレクション,任天堂,2009/6/18,2311948,2311948,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%88%E3%83%A2%E3%83%80%E3%83%81%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,ファイナルファンタジーXIII,スクエニ,2009/12/17,1698256,1698256,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A1%E3%82%A4%E3%83%8A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BCXIII&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,Wii Sports Resort,任天堂,2009/6/25,1542806,1542806,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=Wii+Sports+Resort&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,Wii Fit Plus,任天堂,2009/10/1,1298533,1298533,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=Wii+Fit+Plus&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,モンスターハンター3（トライ）,カプコン,2009/8/1,968033,968033,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%B3%E3%82%BF%E3%83%BC3%EF%BC%88%E3%83%88%E3%83%A9%E3%82%A4%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,イナズマイレブン2 脅威の侵略者 ファイア／ブリザード,レベルファイブ,2009/10/1,943615,943615,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%A4%E3%83%8A%E3%82%BA%E3%83%9E%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B32+%E8%84%85%E5%A8%81%E3%81%AE%E4%BE%B5%E7%95%A5%E8%80%85+%E3%83%95%E3%82%A1%E3%82%A4%E3%82%A2%EF%BC%8F%E3%83%96%E3%83%AA%E3%82%B6%E3%83%BC%E3%83%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,モンスターハンターポータブル2ndG（PSP the Best）,カプコン,2008/10/30,911497,1110614,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB2ndG%EF%BC%88PSP+the+Best%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,マリオ＆ルイージRPG3!!!,任天堂,2009/2/11,717940,717940,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9E%E3%83%AA%E3%82%AA%EF%BC%86%E3%83%AB%E3%82%A4%E3%83%BC%E3%82%B8RPG3%21%21%21&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,Wii Fit,任天堂,2007/12/1,588258,3555555,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=Wii+Fit&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,レイトン教授と魔神の笛,レベルファイブ,2009/11/26,552085,552085,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AC%E3%82%A4%E3%83%88%E3%83%B3%E6%95%99%E6%8E%88%E3%81%A8%E9%AD%94%E7%A5%9E%E3%81%AE%E7%AC%9B&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,キングダムハーツ 358/2 Days（スリーファイブエイトデイズオーバーツー）,スクエニ,2009/5/30,522260,522260,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%80%E3%83%A0%E3%83%8F%E3%83%BC%E3%83%84+358%2F2+Days%EF%BC%88%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%95%E3%82%A1%E3%82%A4%E3%83%96%E3%82%A8%E3%82%A4%E3%83%88%E3%83%87%E3%82%A4%E3%82%BA%E3%82%AA%E3%83%BC%E3%83%90%E3%83%BC%E3%83%84%E3%83%BC%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,龍が如く3,セガ,2009/2/26,509223,509223,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E9%BE%8D%E3%81%8C%E5%A6%82%E3%81%8F3&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,バイオハザード5,カプコン,2009/3/5,508959,508959,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%90%E3%82%A4%E3%82%AA%E3%83%8F%E3%82%B6%E3%83%BC%E3%83%895&tag=zoocar-22&link_code=wql&_encoding=UTF-8
DS,リズム天国ゴールド,任天堂,2008/7/31,480326,1830997,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AA%E3%82%BA%E3%83%A0%E5%A4%A9%E5%9B%BD%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Wii,マリオカートWii,任天堂,2008/4/10,446447,2449762,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9E%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%BC%E3%83%88Wii&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,ファンタシースターポータブル2,セガ,2009/12/3,443216,443216,2009,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B7%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
